"","Otu00001","Otu00057","Otu00023","Otu00002","Otu00046","Otu00003","Otu00213","Otu00015","Otu00007","Otu00049","Otu00083","Otu00203","Otu00207","Otu00018","Otu00028","Otu00013","Otu00300","Otu00033","Otu00171","Otu00073","Otu00108","Otu00075","Otu00014","Otu00101","Otu00005","Otu00027","Otu00154","Otu00077","Otu00036","Otu00035","Otu00006","Otu00050","Otu00559","Otu00056","Otu00022","Otu00009","Otu00393","Otu00024","Otu00189","Otu00012","Otu00011","Otu00162","Otu00346","Otu00090","Otu00111","Otu00048","Otu00194","Otu00119","Otu00020","Otu00039","Otu00044","Otu00081","Otu00275","Otu00184","Otu00099","Otu00059","Otu00040","Otu00160","Otu00010","Otu00512","Otu00008","Otu00004","Otu00107","Otu00053","Otu00078","Otu00110","Otu00091","Otu00491","Otu00069","Otu00079","Otu00037","Otu00029","Otu00178","Otu00038","Otu00041","Otu00092","Otu00234","Otu00514","Otu00058","Otu00047","Otu00067","Otu00043","Otu00085","Otu00054","Otu00122","Otu00068","Otu00088","Otu00126","Otu00096","Otu00031","Otu00034","Otu00131","Otu00061","Otu00324","Otu00285","Otu00045","Otu00032","Otu00120","Otu00264","Otu00607"
"11",-0.191183710163501,-0.247581165624919,-0.291476760685702,3.55221079284339,-0.321779468369852,-0.41519346442418,-0.191916098362517,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,-0.381637946377419,-0.147466854003369,-0.237628322472973,-0.225265904522999,-0.278748418430903,-0.242288818522708,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,-0.244147645668602,-0.262942594299028,3.87532989798055,4.80493348195585,-0.234827290336524,5.32936353889594,-0.274195383026173,-0.114312458712219,-0.223829891634437,-0.367154875286961,3.57306166706241,-0.219816353088827,-0.103257074885817,-0.12462527663982,-0.362462460726333,-0.447768846699341,-0.191183710163498,-0.174037518962097,-0.321195203622055,-0.452608277489018,-0.250537140247973,1.39220390125509,4.31037367282729,1.59926633238948,-0.233307094473305,-0.238982078940019,-0.364345109570549,-0.0840964955118512,-0.200538597796968,9.85304780118526,-0.186383776933539,-0.330584995145166,-0.276809278427165,-0.494627883646214,-0.0747025935016814,-0.293908998937583,-0.329915007375832,-0.0766050908475113,-0.393000018235419,-0.151800095672758,3.96060253002096,-0.193131199005112,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,6.32904967736725,-0.0820559211580465,-0.112045914998902,-0.262942594298976,-0.382660732516677,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,4.09477478474352,-0.298646837731499,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"12",-0.191183710163501,-0.247581165624919,-0.291476760685702,-0.280721825574253,-0.321779468369852,-0.41519346442418,-0.191916098362517,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,-0.381637946377419,-0.147466854003369,-0.237628322472973,-0.225265904522999,-0.278748418430903,-0.242288818522708,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,-0.244147645668602,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,-0.367154875286961,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,-0.362462460726333,-0.447768846699341,-0.191183710163498,-0.174037518962097,-0.321195203622055,0.764633680909473,-0.250537140247973,-0.171822633382704,-0.190163544389448,-0.250048156204264,-0.233307094473305,-0.238982078940019,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,-0.186383776933539,-0.330584995145166,-0.276809278427165,-0.494627883646214,-0.0747025935016814,-0.293908998937583,-0.329915007375832,-0.0766050908475113,-0.393000018235419,-0.151800095672758,-0.265892153819023,-0.193131199005112,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,0.891020164470932,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,-0.382660732516677,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,-0.180651828738778,-0.298646837731499,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"13",-0.191183710163501,-0.247581165624919,-0.291476760685702,-0.280721825574253,-0.321779468369852,-0.41519346442418,-0.191916098362517,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,3.03386132162222,-0.147466854003369,4.36372010359472,-0.225265904522999,-0.278748418430903,-0.242288818522708,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,-0.244147645668602,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,-0.367154875286961,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,-0.362462460726333,-0.447768846699341,-0.191183710163498,-0.174037518962097,-0.321195203622055,-0.452608277489018,-0.250537140247973,-0.171822633382704,-0.190163544389448,5.29789530957697,-0.233307094473305,-0.238982078940019,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,-0.186383776933539,-0.330584995145166,-0.276809278427165,-0.494627883646214,-0.0747025935016814,-0.293908998937583,-0.329915007375832,-0.0766050908475113,-0.393000018235419,-0.151800095672758,-0.265892153819023,-0.193131199005112,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,-0.382660732516677,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,-0.180651828738778,-0.298646837731499,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"14",-0.191183710163501,1.19326004415944,-0.291476760685702,-0.280721825574253,-0.321779468369852,-0.41519346442418,-0.191916098362517,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,-0.381637946377419,-0.147466854003369,-0.237628322472973,-0.225265904522999,-0.278748418430903,-0.242288818522708,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,-0.244147645668602,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,-0.367154875286961,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,-0.362462460726333,-0.447768846699341,-0.191183710163498,-0.174037518962097,-0.321195203622055,-0.452608277489018,-0.250537140247973,-0.171822633382704,-0.190163544389448,-0.250048156204264,-0.233307094473305,-0.238982078940019,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,-0.186383776933539,-0.330584995145166,-0.276809278427165,-0.494627883646214,-0.0747025935016814,-0.293908998937583,-0.329915007375832,-0.0766050908475113,-0.393000018235419,-0.151800095672758,-0.265892153819023,-0.193131199005112,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,-0.382660732516677,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,-0.180651828738778,-0.298646837731499,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"15",-0.191183710163501,-0.247581165624919,-0.291476760685702,1.63574448363457,-0.321779468369852,-0.41519346442418,-0.191916098362517,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,1.69773285680797,-0.181341657254432,-0.0689452133815377,-0.188672568339616,-0.381637946377419,-0.147466854003369,-0.237628322472973,-0.225265904522999,-0.278748418430903,-0.242288818522708,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,-0.244147645668602,-0.262942594299028,-0.276809278427165,-0.146449351409382,1.33807248455897,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,-0.367154875286961,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,-0.362462460726333,-0.447768846699341,-0.191183710163498,-0.174037518962097,-0.321195203622055,-0.452608277489018,-0.250537140247973,-0.171822633382704,-0.190163544389448,-0.250048156204264,-0.233307094473305,-0.238982078940019,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,-0.186383776933539,-0.330584995145166,-0.276809278427165,-0.494627883646214,-0.0747025935016814,-0.293908998937583,-0.329915007375832,-0.0766050908475113,-0.393000018235419,-0.151800095672758,-0.265892153819023,-0.193131199005112,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,-0.382660732516677,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,-0.180651828738778,-0.298646837731499,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"16",-0.191183710163501,5.51578367351253,1.14566560102853,-0.280721825574253,-0.321779468369852,-0.41519346442418,-0.191916098362517,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,-0.203513717850803,1.71207858760801,-0.0689452133815377,-0.188672568339616,-0.381637946377419,-0.147466854003369,-0.237628322472973,-0.225265904522999,-0.278748418430903,-0.242288818522708,2.22999225812446,-0.236968231130877,-0.198814021766701,-0.224572443179804,-0.244147645668602,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,-0.367154875286961,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,-0.362462460726333,-0.447768846699341,-0.191183710163498,-0.174037518962097,-0.321195203622055,-0.452608277489018,-0.250537140247973,-0.171822633382704,-0.190163544389448,-0.250048156204264,-0.233307094473305,-0.238982078940019,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,-0.186383776933539,-0.330584995145166,-0.276809278427165,-0.494627883646214,-0.0747025935016814,-0.293908998937583,-0.329915007375832,-0.0766050908475113,-0.393000018235419,-0.151800095672758,-0.265892153819023,-0.193131199005112,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,-0.382660732516677,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,-0.180651828738778,-0.298646837731499,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"17",-0.191183710163501,-0.247581165624919,-0.291476760685702,-0.280721825574253,-0.321779468369852,-0.41519346442418,-0.191916098362517,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,-0.381637946377419,-0.147466854003369,-0.237628322472973,-0.225265904522999,-0.278748418430903,-0.242288818522708,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,-0.244147645668602,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,-0.367154875286961,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,-0.362462460726333,-0.447768846699341,-0.191183710163498,-0.174037518962097,-0.321195203622055,-0.452608277489018,-0.250537140247973,-0.171822633382704,-0.190163544389448,-0.250048156204264,-0.233307094473305,-0.238982078940019,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,-0.186383776933539,-0.330584995145166,-0.276809278427165,-0.494627883646214,-0.0747025935016814,-0.293908998937583,-0.329915007375832,-0.0766050908475113,-0.393000018235419,-0.151800095672758,-0.265892153819023,-0.193131199005112,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,-0.382660732516677,-0.328005027703029,1.25873557145065,-0.488935596245591,-0.0986137033132602,-0.180651828738778,-0.298646837731499,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"18",-0.191183710163501,-0.247581165624919,-0.291476760685702,-0.280721825574253,-0.321779468369852,-0.41519346442418,-0.191916098362517,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,-0.381637946377419,-0.147466854003369,-0.237628322472973,-0.225265904522999,-0.278748418430903,-0.242288818522708,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,-0.244147645668602,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,-0.367154875286961,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,-0.362462460726333,-0.447768846699341,-0.191183710163498,-0.174037518962097,-0.321195203622055,-0.452608277489018,-0.250537140247973,-0.171822633382704,-0.190163544389448,-0.250048156204264,-0.233307094473305,-0.238982078940019,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,-0.186383776933539,-0.330584995145166,-0.276809278427165,-0.494627883646214,-0.0747025935016814,-0.293908998937583,-0.329915007375832,-0.0766050908475113,0.923179288118969,-0.151800095672758,-0.265892153819023,-0.193131199005112,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,-0.382660732516677,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,-0.180651828738778,-0.298646837731499,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"19",-0.191183710163501,-0.247581165624919,-0.291476760685702,-0.280721825574253,-0.321779468369852,-0.41519346442418,-0.191916098362517,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,0.75686180962246,-0.147466854003369,4.36372010359472,-0.225265904522999,-0.278748418430903,-0.242288818522708,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,-0.244147645668602,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,-0.367154875286961,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,-0.362462460726333,-0.447768846699341,-0.191183710163498,-0.174037518962097,-0.321195203622055,-0.452608277489018,-0.250537140247973,-0.171822633382704,-0.190163544389448,-0.250048156204264,-0.233307094473305,-0.238982078940019,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,-0.186383776933539,-0.330584995145166,-0.276809278427165,-0.494627883646214,-0.0747025935016814,-0.293908998937583,-0.329915007375832,-0.0766050908475113,-0.393000018235419,-0.151800095672758,-0.265892153819023,-0.193131199005112,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,-0.382660732516677,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,-0.180651828738778,-0.298646837731499,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"20",-0.191183710163501,-0.247581165624919,-0.291476760685702,-0.280721825574253,-0.321779468369852,-0.41519346442418,-0.191916098362517,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,-0.381637946377419,3.46292853711367,-0.237628322472973,-0.225265904522999,-0.278748418430903,-0.242288818522708,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,-0.244147645668602,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,-0.367154875286961,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,-0.362462460726333,-0.447768846699341,-0.191183710163498,-0.174037518962097,-0.321195203622055,-0.452608277489018,-0.250537140247973,-0.171822633382704,-0.190163544389448,-0.250048156204264,-0.233307094473305,-0.238982078940019,-0.364345109570549,-0.0840964955118512,1.89332029096579,-0.193381981737008,-0.186383776933539,-0.330584995145166,-0.276809278427165,-0.494627883646214,-0.0747025935016814,-0.293908998937583,-0.329915007375832,-0.0766050908475113,-0.393000018235419,-0.151800095672758,-0.265892153819023,-0.193131199005112,4.99566841491413,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,1.56734409150788,-0.382660732516677,-0.328005027703029,-0.282130386704482,0.645522813343712,-0.0986137033132602,-0.180651828738778,-0.298646837731499,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"21",-0.191183710163501,-0.247581165624919,-0.291476760685702,1.63574448363457,-0.321779468369852,-0.41519346442418,-0.191916098362517,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,0.75686180962246,-0.147466854003369,-0.237628322472973,-0.225265904522999,-0.278748418430903,-0.242288818522708,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,-0.244147645668602,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,-0.367154875286961,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,-0.362462460726333,-0.447768846699341,-0.191183710163498,-0.174037518962097,-0.321195203622055,-0.452608277489018,-0.250537140247973,-0.171822633382704,-0.190163544389448,-0.250048156204264,-0.233307094473305,-0.238982078940019,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,-0.186383776933539,-0.330584995145166,-0.276809278427165,-0.494627883646214,-0.0747025935016814,-0.293908998937583,-0.329915007375832,-0.0766050908475113,-0.393000018235419,-0.151800095672758,-0.265892153819023,-0.193131199005112,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,-0.382660732516677,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,-0.180651828738778,-0.298646837731499,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"22",-0.191183710163501,-0.247581165624919,-0.291476760685702,-0.280721825574253,-0.321779468369852,-0.41519346442418,-0.191916098362517,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,0.75686180962246,-0.147466854003369,2.82993729490549,-0.225265904522999,-0.278748418430903,-0.242288818522708,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,-0.244147645668602,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,-0.367154875286961,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,-0.362462460726333,-0.447768846699341,-0.191183710163498,-0.174037518962097,-0.321195203622055,-0.452608277489018,-0.250537140247973,-0.171822633382704,-0.190163544389448,3.44858082098323,-0.233307094473305,-0.238982078940019,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,-0.186383776933539,-0.330584995145166,-0.276809278427165,-0.494627883646214,-0.0747025935016814,-0.293908998937583,-0.329915007375832,-0.0766050908475113,-0.393000018235419,-0.151800095672758,-0.265892153819023,-0.193131199005112,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,-0.382660732516677,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,-0.180651828738778,-0.298646837731499,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"23",-0.191183710163501,-0.247581165624919,-0.291476760685702,1.63574448363457,-0.321779468369852,-0.41519346442418,-0.191916098362517,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,-0.381637946377419,-0.147466854003369,-0.237628322472973,-0.225265904522999,-0.278748418430903,-0.242288818522708,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,-0.244147645668602,-0.262942594299028,1.10723711370874,-0.146449351409382,-0.234827290336524,3.93926504050647,-0.274195383026173,-0.114312458712219,-0.223829891634437,-0.367154875286961,6.10740111123254,-0.219816353088827,-0.103257074885817,-0.12462527663982,-0.362462460726333,-0.447768846699341,-0.191183710163498,-0.174037518962097,-0.321195203622055,-0.452608277489018,1.20750687267045,-0.171822633382704,2.81019460042171,-0.250048156204264,-0.233307094473305,-0.238982078940019,-0.364345109570549,-0.0840964955118512,-0.200538597796968,4.82983290972413,-0.186383776933539,-0.330584995145166,-0.276809278427165,-0.494627883646214,-0.0747025935016814,-0.293908998937583,-0.329915007375832,-0.0766050908475113,-0.393000018235419,-0.151800095672758,6.77826565258095,-0.193131199005112,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,-0.382660732516677,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,12.6456280117081,-0.298646837731499,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"24",-0.191183710163501,-0.247581165624919,-0.291476760685702,-0.280721825574253,-0.321779468369852,-0.41519346442418,-0.191916098362517,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,-0.381637946377419,-0.147466854003369,-0.237628322472973,-0.225265904522999,-0.278748418430903,-0.242288818522708,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,-0.244147645668602,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,-0.367154875286961,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,-0.362462460726333,-0.447768846699341,-0.191183710163498,-0.174037518962097,-0.321195203622055,0.764633680909473,-0.250537140247973,-0.171822633382704,-0.190163544389448,-0.250048156204264,-0.233307094473305,-0.238982078940019,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,-0.186383776933539,-0.330584995145166,-0.276809278427165,-0.494627883646214,-0.0747025935016814,-0.293908998937583,-0.329915007375832,-0.0766050908475113,-0.393000018235419,-0.151800095672758,-0.265892153819023,-0.193131199005112,-0.107820181616906,-0.216943976683117,-0.270092414353277,0.748885560728284,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,1.07062677369004,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,-0.382660732516677,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,-0.180651828738778,-0.298646837731499,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
